product_name,application_type,profiles,version,approval_date
OE-C7044-WR,device,"T, S",IPC_G6102-B5023P10D1904C70,1/9/2021
OE-C7084-AWR,device,"T, S, G",IPC_Q1201-B5028P10D1904C70,1/9/2021
OE-C7088-AWR,device,"T, S, G",IPC_Q1203-B0009P10D1904C70,1/9/2021
OE-C7094-AWR,device,"T, S, G",IPC_Q1201-B5028P10D1904C70,1/9/2021
OE-C7098-AWR,device,"T, S, G",IPC_Q1203-B0009P10D1904C70,1/9/2021
OE-C7163,device,S,pc20140425NSA,8/15/2014
OE-C7224-AWR,device,S,pc20160811NSZ,12/9/2016
OE-C7312-AWR,device,S,pc20140211NSX,7/30/2014
OE-C7412-R,device,S,pc20141203NSA,2/27/2015
OE-C7413-AWR,device,"S, G",pc20190604NSQ,8/26/2019
OE-C7564,device,S,pc20160205NSP,4/29/2016
OE-C7564-AWR,device,"S, G",pc20190604NSP,8/26/2019
OE-C7624,device,S,pc20160205NSP,4/29/2016
OE-C7624-AWR,device,"G, S",pc20161013NSP,12/9/2016
OE-C8103,device,S,pc20160811NSZ,12/9/2016
OE-C8203,device,S,pc20160811NSZ,12/9/2016
OE-C8213,device,"T, S, G",pc20191106RS,11/25/2019
OE-C9518,device,S,pc20160811NSZ,12/9/2016
OE-C9616,device,"G, S",pc20161116NSZ,12/9/2016
OE-C9716,device,"G, S",pc20161116NSZ,12/9/2016
OE-C97512,device,"T, S, G",IPC_Q1203-B0009P10D1904C70,1/9/2021
RS-3230,device,"S, G",V1.1,5/8/2019
RS-3231,device,"S, G",V1.1,5/8/2019
RS-3250,device,"S, G",V1.1,5/8/2019
RS-3251,device,"S, G",V1.1,5/8/2019
TVB-1101,device,S,V5.0.k,2/12/2014
TVB-1102,device,S,V5.0.k,2/12/2014
TVB-1103,device,S,V5.1,4/16/2015
TVB-1104,device,S,V5.1,4/16/2015
TVB-1105,device,S,V5.1,4/16/2015
TVB-1201,device,S,V7.0,11/20/2014
TVB-1202,device,S,V7.0,11/20/2014
TVB-1203,device,S,V7.0,11/20/2014
TVB-3101,device,S,V5.0.k,2/12/2014
TVB-3102,device,S,V5.0.k,2/12/2014
TVB-3103,device,S,V5.1,4/16/2015
TVB-3104,device,S,V5.1,4/16/2015
TVB-3105,device,S,V5.1,4/16/2015
TVB-3201,device,S,V7.0,11/20/2014
TVB-3202,device,S,V7.0,11/20/2014
TVB-3203,device,S,V7.0,11/20/2014
TVB-5301,device,"G, S",V3.0,4/17/2016
TVB-5302,device,"G, S",V3.0,4/17/2016
TVB-5303,device,"G, S",V3.0,4/17/2016
TVB-5304,device,"G, S",V3.0,4/17/2016
TVB-5401,device,"G, S",V4.0,8/23/2016
TVB-5402,device,"G, S",V4.0,8/23/2016
TVB-5403,device,"G, S",V4.0,8/23/2016
TVB-5404,device,"G, S",V4.0,8/23/2016
TVB-5405,device,"G, S",V4.0,8/23/2016
TVB-5412,device,"S, G",V13.1,8/5/2019
TVB-5413,device,"S, G",V13.1,8/5/2019
TVB-5501,device,"S, G",V9.0,7/3/2019
TVB-5502,device,"S, G",V9.0,7/3/2019
TVB-5503,device,"T, S, G",V9.1,3/19/2021
TVB-5601,device,"T, S, G",V9.1,6/24/2019
TVB-5602,device,"T, S, G",V9.1,6/24/2019
TVB-5603,device,"T, S, G",V9.1,6/24/2019
TVB-5604,device,"T, S, G",V9.1,6/24/2019
TVB-5604H,device,"T, S, G",V9.1,9/18/2019
TVB-5605,device,"T, S, G",V9.1,6/24/2019
TVB-5605H,device,"T, S, G",V9.1,9/23/2019
TVB-5606,device,"T, S, G",V9.1,6/24/2019
TVB-5606H,device,"T, S, G",V9.1,9/23/2019
TVB-5711,device,"T, S, G",V19.1,9/6/2020
TVB-5712,device,"T, S, G",V19.1,9/6/2020
TVB-5713,device,"T, S, G",V19.1,9/6/2020
TVB-5714,device,"T, S, G",V19.1,9/6/2020
TVB-5715,device,"T, S, G",V19.1,9/6/2020
TVB-5716,device,"T, S, G",V19.1,9/6/2020
TVB-5717,device,"T, S, G",V19.1,9/6/2020
TVB-8101,device,"S, G",V1.1,5/8/2019
TVC-1201,device,S,V7.0,11/20/2014
TVC-1202,device,S,V7.0,11/20/2014
TVC-3201,device,S,V7.0,11/20/2014
TVC-3202,device,S,V7.0,11/20/2014
TVC-5401,device,"G, S",V4.0,8/23/2016
TVC-5402,device,"G, S",V4.0,8/23/2016
TVC-5403,device,"G, S",V4.0,8/23/2016
TVC-5711,device,"T, S, G",V19.1,9/6/2020
TVC-5712,device,"T, S, G",V19.1,9/6/2020
TVC-5713,device,"T, S, G",V19.1,9/6/2020
TVC-5714,device,"T, S, G",V19.1,9/6/2020
TVC-M1220-1-N,device,S,V5.0.s,3/3/2014
TVC-M1220-1-P,device,S,V5.0.s,3/3/2014
TVC-M1245E-2M-N,device,S,V5.0.s,3/3/2014
TVC-M1245E-2M-P,device,S,V5.0.s,3/3/2014
TVC-M2220-1-N,device,S,V5.0.s,3/3/2014
TVC-M2220-1-P,device,S,V5.0.s,3/3/2014
TVC-M3220-1-N,device,S,V5.0.s,3/3/2014
TVC-M3220-1-P,device,S,V5.0.s,3/3/2014
TVC-M3245E-2M-N,device,S,V5.0.s,3/3/2014
TVC-M3245E-2M-P,device,S,V5.0.s,3/3/2014
TVC-M5220-1-N,device,S,V5.0.s,3/3/2014
TVC-M5220-1-P,device,S,V5.0.s,3/3/2014
TVC-M5225E-3M-N,device,S,V5.0.s,3/3/2014
TVC-M5225E-3M-P,device,S,V5.0.s,3/3/2014
TVC-N220-1-N,device,S,V5.0.s,3/3/2014
TVC-N220-1-P,device,S,V5.0.s,3/3/2014
TVC-N225E-2M-N,device,S,V5.0.s,3/3/2014
TVC-N225E-2M-P,device,S,V5.0.s,3/3/2014
TVC-N240-1-N,device,S,V5.0.s,3/3/2014
TVC-N240-1-P,device,S,V5.0.s,3/3/2014
TVD-1101,device,S,V5.0.k,2/12/2014
TVD-1102,device,S,V5.0.k,2/12/2014
TVD-1103,device,S,V5.0.k,2/12/2014
TVD-1104,device,S,V5.0.k,2/12/2014
TVD-1105,device,S,V5.1,4/16/2015
TVD-1106,device,S,V5.1,4/16/2015
TVD-1201,device,S,V7.0,11/20/2014
TVD-1202,device,S,V7.0,11/20/2014
TVD-1203,device,S,V7.0,11/20/2014
TVD-1204,device,S,V7.0,11/20/2014
TVD-1205,device,S,V7.0,11/20/2014
TVD-3101,device,S,V5.0.k,2/12/2014
TVD-3102,device,S,V5.0.k,2/12/2014
TVD-3103,device,S,V5.0.k,2/12/2014
TVD-3104,device,S,V5.0.k,2/12/2014
TVD-3105,device,S,V5.1,4/16/2015
TVD-3106,device,S,V5.1,4/16/2015
TVD-3201,device,S,V7.0,11/20/2014
TVD-3202,device,S,V7.0,11/20/2014
TVD-3203,device,S,V7.0,11/20/2014
TVD-3204,device,S,V7.0,11/20/2014
TVD-3205,device,S,V7.0,11/20/2014
TVD-5301,device,"G, S",V3.0,4/17/2016
TVD-5302,device,"G, S",V3.0,4/17/2016
TVD-5303,device,"G, S",V3.0,4/17/2016
TVD-5304,device,"G, S",V3.0,4/17/2016
TVD-5401,device,"G, S",V4.0,8/23/2016
TVD-5402,device,"G, S",V4.0,8/23/2016
TVD-5403,device,"G, S",V4.0,8/23/2016
TVD-5404,device,"G, S",V4.0,8/23/2016
TVD-5405,device,"G, S",V4.0,8/23/2016
TVD-5406,device,"G, S",V4.0,8/23/2016
TVD-5407,device,"G, S",V4.0,8/23/2016
TVD-5408,device,"G, S",V4.0,8/23/2016
TVD-5501,device,"S, G",V9.0,7/3/2019
TVD-5502,device,"S, G",V9.0,7/3/2019
TVD-5503,device,"T, S, G",V9.1,3/19/2021
TVD-5601,device,"T, S, G",V9.1,6/24/2019
TVD-5602,device,"T, S, G",V9.1,6/24/2019
TVD-5603,device,"T, S, G",V9.1,6/24/2019
TVD-5604,device,"T, S, G",V9.1,6/24/2019
TVD-5604E,device,"T, S, G",V9.1,9/23/2019
TVD-5604H,device,"T, S, G",V9.1,9/23/2019
TVD-5605,device,"T, S, G",V9.1,6/24/2019
TVD-5605E,device,"T, S, G",V9.1,9/23/2019
TVD-5605H,device,"T, S, G",V9.1,9/23/2019
TVD-5606,device,"T, S, G",V9.1,6/24/2019
TVD-5606E,device,"T, S, G",V9.1,9/23/2019
TVD-5606H,device,"T, S, G",V9.1,9/23/2019
TVD-5711,device,"T, S, G",V19.1,9/6/2020
TVD-5712,device,"T, S, G",V19.1,9/6/2020
TVD-5713,device,"T, S, G",V19.1,9/6/2020
TVD-5714,device,"T, S, G",V19.1,9/6/2020
TVD-5715,device,"T, S, G",V19.1,9/6/2020
TVD-5716,device,"T, S, G",V19.1,9/6/2020
TVD-5717,device,"T, S, G",V19.1,9/6/2020
TVD-5718,device,"T, S, G",V19.1,9/6/2020
TVD-5719,device,"T, S, G",V19.1,9/6/2020
TVD-5720,device,"T, S, G",V19.1,9/6/2020
TVD-5721,device,"T, S, G",V19.1,9/6/2020
TVD-M1210V-2-N,device,S,V5.0.s,3/3/2014
TVD-M1210V-2-P,device,S,V5.0.s,3/3/2014
TVD-M1210W-2-N,device,S,V5.0.s,3/3/2014
TVD-M1210W-2-P,device,S,V5.0.s,3/3/2014
TVD-M1210W-2W-N,device,S,V5.0.s,3/3/2014
TVD-M1210W-2W-P,device,S,V5.0.s,3/3/2014
TVD-M1225V-2-N,device,S,V5.0.s,3/3/2014
TVD-M1225V-2-P,device,S,V5.0.s,3/3/2014
TVD-M1245E-2M-N,device,S,V5.0.s,3/3/2014
TVD-M1245E-2M-P,device,S,V5.0.s,3/3/2014
TVD-M2210V-2-N,device,S,V5.0.s,3/3/2014
TVD-M2210V-2-P,device,S,V5.0.s,3/3/2014
TVD-M2210W-4-N,device,S,V5.0.s,3/3/2014
TVD-M2210W-4-P,device,S,V5.0.s,3/3/2014
TVD-M2225V-2-N,device,S,V5.0.s,3/3/2014
TVD-M2225V-2-P,device,S,V5.0.s,3/3/2014
TVD-M3210V-2-N,device,S,V5.0.s,3/3/2014
TVD-M3210V-2-P,device,S,V5.0.s,3/3/2014
TVD-M3225V-2-N,device,S,V5.0.s,3/3/2014
TVD-M3225V-2-P,device,S,V5.0.s,3/3/2014
TVD-M3245E-2M-N,device,S,V5.0.s,3/3/2014
TVD-M3245E-2M-P,device,S,V5.0.s,3/3/2014
TVD-M5225E-3M-N,device,S,V5.0.s,3/3/2014
TVD-M5225E-3M-P,device,S,V5.0.s,3/3/2014
TVD-M5225V-4-N,device,S,V5.0.s,3/3/2014
TVD-M5225V-4-P,device,S,V5.0.s,3/3/2014
TVD-N210V-2-N,device,S,V5.0.s,3/3/2014
TVD-N210V-2-P,device,S,V5.0.s,3/3/2014
TVD-N210W-4-N,device,S,V5.0.s,3/3/2014
TVD-N210W-4-P,device,S,V5.0.s,3/3/2014
TVD-N225E-2M-N,device,S,V5.0.s,3/3/2014
TVD-N225E-2M-P,device,S,V5.0.s,3/3/2014
TVD-N245V-2-N,device,S,V5.0.s,3/3/2014
TVD-N245V-2-P,device,S,V5.0.s,3/3/2014
TVE-110,device,S,V1.0,1/7/2015
TVE-120,device,S,V17.0,1/8/2021
TVE-1610,device,S,V1.0,1/7/2015
TVE-1620,device,S,V17.0,12/15/2020
TVE-410,device,S,V1.0,1/7/2015
TVE-420,device,S,V17.0,12/15/2020
TVE-810,device,S,V1.0,1/7/2015
TVE-820,device,S,V17.0,12/15/2020
TVF-1101,device,S,V6.0,9/10/2014
TVF-1102,device,S,V6.0,9/10/2014
TVF-1103,device,S,V6.0,9/10/2014
TVF-1104,device,S,V6.0,9/10/2014
TVF-3101,device,S,V6.0,9/10/2014
TVF-3102,device,S,V6.0,9/10/2014
TVF-3103,device,S,V6.0,9/10/2014
TVF-3104,device,S,V6.0,9/10/2014
TVF-5201,device,"T, S, G",V16.1,6/30/2019
TVF-5202,device,"T, S, G",V16.1,6/30/2019
TVF-5203,device,"T, S, G",V16.1,6/30/2019
TVF-5204,device,"T, S, G",V16.1,6/30/2019
TVFC-M01-0401-BUL-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0401-DOM-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0401-TUR-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0401-WED-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0402-BUL-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0402-DOM-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0402-TUR-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0403-BUL-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0403-DOM-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0802-BUL-G,device,"T, S, G",V27.1,1/24/2023
TVFC-M01-0802-TUR-G,device,"T, S, G",V27.1,1/24/2023
TVGP-M01-0201-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0201-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0201-PTZ-G,device,"T, S, G",V23.1,3/4/2022
TVGP-M01-0201-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0201-WED-G,device,"T, S, G",V21.1,3/4/2022
TVGP-M01-0202-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0202-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0202-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0401-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0401-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0401-PTZ-G,device,"T, S, G",V23.1,3/4/2022
TVGP-M01-0401-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0401-WED-G,device,"T, S, G",V21.1,3/4/2022
TVGP-M01-0402-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0402-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0402-PTZ-G,device,"T, S, G",V23.1,3/4/2022
TVGP-M01-0402-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0403-PTZ-G,device,"T, S, G",V23.1,3/4/2022
TVGP-M01-0801-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0801-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0801-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0802-BUL-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0802-DOM-G,device,"T, S, G",V21.1,11/23/2021
TVGP-M01-0802-TUR-G,device,"T, S, G",V21.1,11/23/2021
TVGP-P01-0201-PTZ-G,device,"T, S, G",V24.1,3/18/2022
TVGP-P01-0401-BUL-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0401-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0401-PTZ-G,device,"T, S, G",V24.1,3/18/2022
TVGP-P01-0402-BUL-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0402-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0403-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0801-BUL-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0801-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0802-BUL-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0802-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVGP-P01-0803-DOM-G,device,"T, S, G",V29.1,6/1/2023
TVLP-S01-0401-BUL-G,device,"T, S, G",V25.1,2/24/2023
TVLP-S01-0402-BUL-G,device,"T, S, G",V25.1,2/24/2023
TVP-1101,device,S,V5.0.i,11/27/2013
TVP-1102,device,S,V5.0.i,11/27/2013
TVP-1103,device,S,V5.0.i,11/27/2013
TVP-1104,device,S,V5.0.i,11/27/2013
TVP-1105,device,S,V5.0.i,11/27/2013
TVP-1106,device,S,V5.0.i,11/27/2013
TVP-3101,device,S,V5.0.i,11/27/2013
TVP-3102,device,S,V5.0.i,11/27/2013
TVP-3103,device,S,V5.0.i,11/27/2013
TVP-3104,device,S,V5.0.i,11/27/2013
TVP-3105,device,S,V5.0.i,11/27/2013
TVP-3106,device,S,V5.0.i,11/27/2013
TVP-5101,device,"S, G",V10.0,2/26/2019
TVP-5102,device,"S, G",V10.0,2/26/2019
TVP-5103,device,"S, G",V10.0,2/26/2019
TVP-5104,device,"S, G",V12.0,1/23/2018
TVP-5105,device,"S, G",V12.0,1/23/2018
TVPA-S01-0601-360-G,device,"T, S, G",V26.1,1/18/2023
TVPA-S01-0602-360-G,device,"T, S, G",V26.1,1/18/2023
TVPA-S01-1201-360-G,device,"T, S, G",V26.1,1/18/2023
TVPA-S01-1202-360-G,device,"T, S, G",V26.1,1/18/2023
TVPA-S02-0601-360-G,device,"T, S, G",V30.1,7/15/2024
TVPA-S02-1201-360-G,device,"T, S, G",V30.1,7/15/2024
TVQ-8101,device,"S, G",V1.1,5/8/2019
TVS-5101,device,"S, G",V18.1,3/31/2020
TVS-PC1,device,"T, S, G",V20.1,9/24/2020
TVS-PC2,device,"T, S, G",V20.1,9/24/2020
TVT-5301,device,"G, S",V3.0,4/17/2016
TVT-5302,device,"G, S",V3.0,4/17/2016
TVT-5303,device,"G, S",V3.0,4/17/2016
TVT-5304,device,"G, S",V3.0,4/17/2016
TVT-5305,device,"G, S",V3.0,4/17/2016
TVT-5306,device,"G, S",V3.0,4/17/2016
TVT-5501,device,"S, G",V9.0,7/3/2019
TVT-5502,device,"S, G",V9.0,7/3/2019
TVT-5503,device,"T, S, G",V9.1,3/19/2021
TVT-5601,device,"T, S, G",V9.1,6/24/2019
TVT-5602,device,"T, S, G",V9.1,6/24/2019
TVT-5603,device,"T, S, G",V9.1,6/24/2019
TVT-5604,device,"T, S, G",V9.1,6/24/2019
TVT-5605,device,"T, S, G",V9.1,6/24/2019
TVT-5606,device,"T, S, G",V9.1,6/24/2019
TVT-5607,device,"T, S, G",V9.1,6/24/2019
TVT-5608,device,"T, S, G",V9.1,6/24/2019
TVT-5608H,device,"T, S, G",V9.1,9/23/2019
TVT-5609,device,"T, S, G",V9.1,6/24/2019
TVT-5609H,device,"T, S, G",V9.1,9/23/2019
TVT-5610,device,"T, S, G",V9.1,6/24/2019
TVT-5610H,device,"T, S, G",V9.1,9/23/2019
TVT-5611,device,"T, S, G",V9.1,6/24/2019
TVT-5611H,device,"T, S, G",V9.1,9/23/2019
TVTH-S01-0001-BUL-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0001-TUR-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0002-BUL-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0002-TUR-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0003-BUL-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0003-TUR-G,device,"S, G",V22.1,3/4/2022
TVTH-S01-0004-BUL-G,device,"S, G",V22.1,3/4/2022
TVUC-B01-0401-BUL-W,device,"S, G",V28.1,6/16/2023
TVUC-B01-0401-DOM-W,device,"S, G",V28.1,6/16/2023
TVW-1101,device,S,V5.0.k,2/12/2014
TVW-1102,device,S,V5.0.k,2/12/2014
TVW-1103,device,S,V5.1,4/17/2015
TVW-1104,device,S,V5.1,4/17/2015
TVW-1105,device,S,V5.1,4/17/2015
TVW-1106,device,S,V5.1,4/17/2015
TVW-1107,device,S,V5.0.s,3/3/2014
TVW-1108,device,S,V5.0.s,3/3/2014
TVW-1109,device,S,V5.0.s,3/3/2014
TVW-1116,device,S,V5.1,4/17/2015
TVW-1130,device,S,V2.0,4/17/2015
TVW-3101,device,S,V5.0.k,2/12/2014
TVW-3102,device,S,V5.0.k,2/12/2014
TVW-3103,device,S,V5.1,4/17/2015
TVW-3104,device,S,V5.1,4/17/2015
TVW-3105,device,S,V5.1,4/20/2015
TVW-3106,device,S,V5.1,4/20/2015
TVW-3107,device,S,V5.0.s,3/3/2014
TVW-3108,device,S,V5.0.s,3/3/2014
TVW-3109,device,S,V5.0.s,3/3/2014
TVW-3116,device,S,V5.1,4/20/2015
TVW-3130,device,S,V2.0,4/20/2015
TVW-5301,device,"G, S",V3.0,4/17/2016
TVW-5302,device,"G, S",V3.0,4/17/2016
TVW-5303,device,"G, S",V3.0,4/17/2016
TVW-5304,device,"G, S",V3.0,4/17/2016
TVW-5305,device,"G, S",V3.0,4/17/2016
TVW-5601,device,"T, S, G",V9.1,6/24/2019
TVW-5602,device,"T, S, G",V9.1,6/24/2019
TVW-5603,device,"T, S, G",V9.1,6/24/2019
TVW-5604,device,"T, S, G",V9.1,6/24/2019
TVW-5605,device,"T, S, G",V9.1,6/24/2019
VPort 06EC-2V v1.0,device,S,1,12/26/2016
VPort 16-1MP-M12,device,S,1,5/12/2014
VPort 26A,device,S,1.0.0,9/28/2012
VPort 26A v2.2,device,S,2.2,5/12/2014
VPort 26A-1MP,device,S,1.0.0,9/28/2012
VPort 36-1MP v2.2,device,S,2.4,3/11/2016
VPort 464 4-Channel Video Encoder,device,S,1.2,3/30/2022
VPort 56-2MP Series,device,S,2,10/6/2014
VPort 66,device,S,HSD 1.0.13f(Moxa),1/29/2014
VPort 66-2MP,device,S,1,7/2/2015
VPort P06-1MP,device,S,2.1.0,3/31/2014
VPort P06-2MP-M12,device,S,1.0.0,8/17/2012
VPort P06HC-1V,device,S,2,5/26/2021
VPort P06HC-2M,device,S,1.0.2,4/13/2016
VPort P16-1MP-M12-IR,device,S,1,3/9/2015
VPort P16-2 series,device,S,1.0.2,10/2/2015
VPort P16-2MP-M12,device,S,1.0.0,8/17/2012
VPort P16-2MR,device,S,1,1/19/2016
VPort P26A-2MP-M12,device,S,1.0.0,8/17/2012
VPort06-2,device,S,1,8/18/2015
MICROCAM-01 ANPR Camera,device,S,V3.6r1.907,7/24/2018
"ParkIT WVGA, 1.3MP",null,S,V3.0.0.0,3/13/2013
PARKITCAM-01 ANPR Camera,device,S,V3.2.2269,7/24/2018
Vidar ANPR IP-CAMERA,device,S,2021.8.27-1110,9/1/2021
Vidar Smart ANPR IP-CAMERA,device,S,2021.8.27-1110,9/1/2021
N1011,device,S,V1.03_STD-1,7/25/2013
N1011-E,device,"S, G",V1.02.8_STD-1,12/19/2019
N1011-SE,device,"S, G",V1.01.0_STD-1,1/21/2020
N1031,device,S,V1.02_STD-1,7/25/2013
N1031-E,device,"S, G",V1.02.7_STD-1,11/25/2019
N1041-EC,device,"S, G",V1.02.7_STD-1,11/25/2019
N1072,device,S,V1.09_STD-1,11/21/2013
N1072-E,device,"S, G",V1.07.0_STD-1,12/6/2019
N1072-EC,device,"S, G",V1.08.0_STD-1,12/21/2019
N1091-S,device,"S, G",V1.00.0_STD-1,12/19/2019
N3011,device,S,V1.03_STD-1,7/25/2013
N3011-E,device,"T, S, G",V1.02.10_STD-1,1/1/2021
N3011M-B,device,"T, S, G",V1.00.2_STD-1,1/29/2021
N3011M-E,device,"S, G",V1.02.8_STD-1,11/25/2019
N3011M-SE,device,"S, G",V1.01.0_STD-1,1/21/2020
N3011M5-SE,device,"T, S, G",V1.00.2_STD-1,1/29/2021
N3012M-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N3016M-B,device,"T, S, G",V1.00.2_STD-1,2/5/2021
N3031,device,S,V1.02_STD-1,7/25/2013
N3031-E,device,"T, S, G",V1.02.8_STD-1,1/1/2021
N3031M3-SE,device,"T, S, G",V1.00.2_STD-1,2/2/2021
N3041-EC,device,"T, S, G",V1.02.8_STD-1,1/1/2021
N3041M-EC,device,"S, G",V1.02.7_STD-1,12/6/2019
N3072,device,S,V1.07_STD-1,11/21/2013
N3072-EC,device,"S, G",V1.11.0_STD-1,1/1/2021
N3072M-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N3072M-B,device,"T, S, G",V1.00.2_STD-1,2/10/2021
N3072M-E,device,"S, G",V1.09.0_STD-1,12/24/2019
N3076M-B,device,"T, S, G",V1.00.2_STD-1,2/10/2021
N3091MH-S,device,"S, G",V1.00.0_STD-1,12/11/2019
N342B1,device,"T, S, G",V1.00.0_STD-1,4/18/2024
N362B1,device,"M, T, S, G",V31.35.8.2.4.1_240410,4/22/2024
N392B1,device,"T, S, G",V1.00.0_STD-1,2/16/2024
N4032-E,device,"S, G",V1.00.3_STD-1,1/8/2020
N5011,device,S,V1.05_STD-1,3/13/2014
N5012,device,S,V1.05_STD-1,3/13/2014
N5012-E,device,"S, G",V1.02.7_STD-1,11/18/2019
N5013,device,S,V1.01_STD-1,7/25/2013
N5014-E,device,"S, G",V1.01.8_STD-1,12/18/2019
N5032-E,device,"S, G",V1.00.3_STD-1,1/8/2020
N5049-BE,device,"T, S, G",V1.02.0_STD-1,3/2/2022
N5049-BESIN,device,"T, S, G",V1.00.0_STD-1,7/18/2024
N5049-M3,device,"T, S, G",V1.02.0_STD-1,3/1/2022
N5079-BE,device,"T, S, G",V1.02.1_STD-1,7/30/2021
N6013,device,S,V1.03_STD-1,7/25/2013
N6013-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N6013-SE,device,"S, G",V1.01.0_STD-1,1/21/2020
N6013M-B,device,"T, S, G",V1.03.1_STD-1,7/25/2022
N6013M-BSIN,device,"T, S, G",V1.00.0_STD-1,7/17/2024
N6013M-E,device,"S, G",V1.02.8_STD-1,12/6/2019
N6013M-SE,device,"S, G",V1.01.0_STD-1,2/18/2020
N6013M5-SE,device,"T, S, G",V1.00.2_STD-1,1/29/2021
N6013MZ-B,device,"T, S, G",V1.00.0_STD-1,4/29/2022
N6014M-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N6017M-E,device,"S, G",V1.02.8_STD-1,12/19/2019
N601A-B,device,"T, S, G",V1.00.2_STD-1,2/5/2021
N601BM-B,device,"T, S, G",V1.00.2_STD-1,2/2/2021
N601BM-EL,device,"S, G",V1.00.0_STD-1,4/8/2020
N6033,device,S,V1.02_STD-1,7/25/2013
N6033-E,device,"S, G",V1.02.7_STD-1,11/25/2019
N6033M-E,device,"T, S, G",V1.02.8_STD-1,7/4/2021
N6033M3-SE,device,"T, S, G",V1.00.2_STD-1,1/29/2021
N6033MZ-SE,device,"T, S, G",V1.00.2_STD-1,2/2/2021
N6037M-E,device,"S, G",V1.02.7_STD-1,12/18/2019
N6043M-EC,device,"S, G",V1.02.7_STD-1,12/21/2019
N6044M-BE,device,"T, S, G",V1.00.0_STD-1,6/17/2024
N6047M-EC,device,"S, G",V1.02.7_STD-1,11/18/2019
N6049M-BEX,device,"T, S, G",V1.00.0_STD-1,9/2/2023
N6049M-BEXSIN,device,"T, S, G",V1.00.0_STD-1,7/17/2024
N6072M-BE,device,"T, S, G",V1.00.0_STD-1,3/3/2022
N6073-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N6073M-B,device,"T, S, G",V1.00.2_STD-1,2/10/2021
N6073M-BE,device,"T, S, G",V1.00.0_STD-1,8/20/2021
N6073MZ-B,device,"T, S, G",V1.00.2_STD-1,2/10/2021
N6074M-A,device,"T, S, G",V18.25.7.1_210811,9/3/2021
N6074M-BE,device,"T, S, G",V1.00.0_STD-1,8/20/2021
N6076,device,S,V1.07_STD-1,11/21/2013
N6076-EC,device,"S, G",V1.08.0_STD-1,12/18/2019
N6076M-E,device,"S, G",V1.09.0_STD-1,12/18/2019
N6078M-E,device,"S, G",V1.07.0_STD-1,12/6/2019
N6079M-BEX,device,"T, S, G",V1.00.0_STD-1,8/20/2021
N607A-B,device,"T, S, G",V1.00.2_STD-1,2/18/2021
N607BM-B,device,"T, S, G",V1.00.2_STD-1,2/10/2021
N607BM-EL,device,S,V1.00.0_STD-1,11/18/2019
